NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
WIBJ,2191638,1975138,2713509,2783341,2961148,16,12,20,29,2293428.333,2490662.667,2819332.667,3963143.024
VTCM,1887236,2133053,2589198,2505765,2955253,81,77,77,89,2203162.333,2409338.667,2683405.333,5543370.321
TVWU,2058410,2444850,2545945,2954528,2947365,16,6,6,7,2349735,2648441,2815946,2784075.665
CUZD,1229321,1583660,2062693,2765258,2942780,16,14,17,15,1625224.667,2137203.667,2590243.667,3302529.995
ACCQ,1682561.75,1465237,1081069,1250834,2933107,43,54,76,98,1409622.583,1265713.333,1755003.333,10606321.81
ZBFP,1050315,1592193,1993221,2261649,2930249,16,8,8,10,1545243,1949021,2395039.667,3095494.855
KBBN,2275208,2502295,2501535,2550108.75,2921397,26,34,33,35,2426346,2517979.583,2657680.25,4072938.072
YUCP,2102556,2370033,2660662,2749468,2914124,35,36,38,39,2377750.333,2593387.667,2774751.333,3697450.049
JMSN,2005795,2782314,2971020,2666731.75,2907798,36,35,35,34,2586376.333,2806688.583,2848516.583,5664273.504
RAKZ,1371896,3516602,3088005,2987316,2901437,32,6,6,8,2658834.333,3197307.667,2992252.667,5151777.415
ASKB,2253112,1796728,2709496,2253112,2253112,42,40,24,25,2253112,2253112,2405240,3379027.618
DSIL,2287954,2833773,3387449,3483315,2892176,16,2,1,4,2836392,3234845.667,3254313.333,2895585.209
KQIL,2027595,2868594,2478436,2767492,2857872,16,8,7,8,2458208.333,2704840.667,2701266.667,3732384.551
YNGG,1771333,1897717,1518478,1921757,2855309,16,4,4,4,1729176,1779317.333,2098514.667,2818275.803
DODV,1566112,2193469,1978257,2501462,2854764,16,8,8,10,1912612.667,2224396,2444827.667,2554938.952
XFWX,2211210,2790935,2526793,2889754,2851486,61,74,85,80,2509646,2735827.333,2756011,4402642.623
GWUA,1517655,1838154,1644183,2849136,2847503,16,21,27,35,1666664,2110491,2446940.667,4487033.982
ELNY,1637482,1698825,2315926,2519467,2833809,16,6,11,12,1884077.667,2178072.667,2556400.667,2750440.487
ZZTE,670342,1070483,1482577,1946193,2825936,16,21,27,35,1074467.333,1499751,2084902,9666359.075
XDWY,1404585,1980116,1967043,2214561,2807334,22,25,32,31,1783914.667,2053906.667,2329646,3846314.206
DEBY,183416,337171,1162943,1950015,2806419,42,40,24,25,561176.6667,1150043,1973125.667,7253919.243
TXAF,1902621.333,1902621.333,1080785,1827872,2799207,42,53,57,55,1628675.889,1603759.444,1902621.333,32073595.73
CKNZ,2236563.25,847349,2609797,2694291,2794816,16,12,9,8,1897903.083,2050479,2699634.667,3333889.701
BIKX,965629,1446122,1761031,2306365,2791218,26,29,41,42,1390927.333,1837839.333,2286204.667,4824067.244
HNXJ,2058801,2296945,2326153,2466742,2790291,16,12,9,8,2227299.667,2363280,2527728.667,2845191.876
DHDO,2421340,2880951,3014884,2465917,2786493,16,6,11,12,2772391.667,2787250.667,2755764.667,3946080.428
ZKGF,2254023,2655336,2020063,2138029,2779462,16,12,10,16,2309807.333,2271142.667,2312518,3586244.919
XYIE,686482,1239810,2674651,2563569,2774427,42,44,41,34,1533647.667,2159343.333,2670882.333,4198203.937
DUGN,653697,996065,1274683,3044041,2770773,66,70,70,83,974815,1771596.333,2363165.667,4859302.324
BYFT,3112266,3320620,3212285,2706851,3088005.5,36,36,10,12,3215057,3079918.667,3002380.5,5677036.222
QKAK,1022612,931249,2581392,2703861,1809778.5,16,18,22,29,1511751,2072167.333,2365010.5,3783583.167
UEIY,1084508,1409919,1922661,2983602,2734134,51,64,70,68,1472362.667,2105394,2546799,4663772.966
FMCX,3339864,3729264,3650647,3203657,2730286,32,35,37,42,3573258.333,3527856,3194863.333,5221862.283
TXZU,2883670,2608580,2776008,2891551,2721895,16,12,10,16,2756086,2758713,2796484.667,3562762.656
AZFZ,2646652,2589705,2459708,3676880,2714512,16,8,18,24,2565355,2908764.333,2950366.667,3937426.924
RPZQ,377139,655459,1128940,2560983,2710857,21,36,42,44,720512.6667,1448460.667,2133593.333,12416901.57
MZKN,2165590,2685926,2728567,2652002,2558021.25,16,21,27,35,2526694.333,2688831.667,2646196.75,3429993.551
EKOA,51296,152757,409090,1360193,2701286,32,39,61,72,204381,640680,1490189.667,4499713.74
GWIP,3318947,2121462,1308638,2883814,2694885,28,38,39,41,2249682.333,2104638,2295779,4993913.715
DUBA,19444208,12643158,12986381,6740014,2688932,16,15,21,28,15024582.33,10789851,7471775.667,15388604.91
BXWS,3123843,4979851,2770708,2515479,2670976,16,4,4,4,3624800.667,3422012.667,2652387.667,6949221.648
NDJV,382630,1005333,1250185,1846079,2663983,29,44,65,66,879382.6667,1367199,1920082.333,13278612.2
LWID,1396978,3524129,6175073,3330263,2877893,50,50,46,37,3698726.667,4343155,4127743,4545993.485
GELX,1008982,1826775,1826775,1826775,2644568,15,17,21,31,1554177.333,1826775,2099372.667,3958951.855
PQQV,1232154.333,1232154.333,196776,856642,2643045,16,2,1,4,887028.2222,761857.4444,1232154.333,1644449.479
LTON,367264,1215568,1779643,2686789,2632498,16,8,18,24,1120825,1894000,2366310,3415453.781
JUKG,2207654,2132512,2194399,2745407,2629371,69,67,63,60,2178188.333,2357439.333,2523059,5375209.464
VTOA,1866122.25,882000,1929364,2035455,2617670,16,12,20,29,1559162.083,1615606.333,2194163,7603580.83
IXCV,2577376,1696933,1877475,2303811,2600418,91,88,83,91,2050594.667,1959406.333,2260568,5472148.663
ZWFC,758886,1260324,1857889,2309810,2587925,16,15,21,28,1292366.333,1809341,2251874.667,3319332.963
BUIN,472055,1203676,1826357,1999915,2587420,16,18,22,29,1167362.667,1676649.333,2137897.333,7598916.203
AAVL,1432996,1463558,1886823,2023177,2577852,36,36,4,4,1594459,1791186,2162617.333,2801264.515
MOQX,753990,1116968,1452891,2118698,2566461,16,21,27,35,1107949.667,1562852.333,2046016.667,9670572.569
RYFK,4156644,2793415,2189135,2510614,2912452,36,31,27,30,3046398,2497721.333,2537400.333,7303344.243
CPAQ,2070001,2165499,2612738,2239919,2544811,16,6,12,15,2282746,2339385.333,2465822.667,3083779.133
JREL,202787,443175,1290650,1960675,2505160,36,36,7,10,645537.3333,1231500,1918828.333,6189918.303
XZEB,3303900,3088811,3175739,2884586,2536060,36,36,4,4,3189483.333,3049712,2865461.667,5276402.201
RWWW,1848195,2100786,2197703,3563992,2519740,16,6,12,15,2048894.667,2620827,2760478.333,3757022.882
HSZV,685481,1474147,1774530,3666607,2516959,16,6,12,15,1311386,2305094.667,2652698.667,3565342.219
ZRZS,1652989,1642052,1588613,1937803,2488883,28,31,37,38,1627884.667,1722822.667,2005099.667,10139606.33
YLPA,2971928,3081008,2439740,2554361,2483090,12,1,1,4,2830892,2691703,2492397,3531362.572
NJGB,320850,887515,1293886,2110854,2471480,40,40,38,41,834083.6667,1430751.667,1958740,9921250.024
ZUUC,2037423,2037423,2037423,1611344,2463502,42,40,21,24,2037423,1895396.667,2037423,3094286.866
KPTA,1860510,1951799,1788148,2489055,2447304,16,14,17,15,1866819,2076334,2241502.333,2964260.658
KSDL,1146751,1361384,1390885,1859387,2446507,36,36,12,15,1299673.333,1537218.667,1898926.333,6291466.909
DTSR,1538227,1832794,1875405,1946760,2446454,59,56,63,63,1748808.667,1884986.333,2089539.667,4644569.186
UGJA,3660849,4452751,4502640,3763706,2446311,110,97,86,76,4205413.333,4239699,3570885.667,7507283.869
NZHM,3499784,4045992,3428518,2396902,3342799,16,10,16,45,3658098,3290470.667,3056073,5840052.139
RQXA,1528944,1794653,2912765,2417260,2441718,16,6,12,15,2078787.333,2374892.667,2590581,3001778.524
ASDE,2010097,2631670,2938916,2509869,2437209,24,27,31,32,2526894.333,2693485,2628664.667,4541831.281
VTED,2407544,2109668,3161710,2432670,2434518,16,12,10,16,2559640.667,2568016,2676299.333,3336777.465
CJID,1058833,1265563,1817055,2122993,2419793,29,40,49,51,1380483.667,1735203.667,2119947,14718603.91
SDIW,1872356,2384602,2440923,2723568,2401015,16,4,4,4,2232627,2516364.333,2521835.333,2770493.852
AJYV,114938,627965.75,1534,511,2394880,22,30,30,38,248145.9167,210003.5833,798975,2376050.905
VTUU,1065904,1070744,1847673,2065187,2393475,38,44,46,47,1328107,1661201.333,2102111.667,13414827.18
ROTT,890015,1340804,1626243,1833298,2376314,30,35,31,42,1285687.333,1600115,1945285,9600592.704
RQFG,2340595,2340595,2140090,2507866,2373829,16,2,2,2,2273760,2329517,2340595,2316085.433
TTQY,1809690,2476811,2524443,1951849,2368219,42,40,26,26,2270314.667,2317701,2281503.667,3132873.371
LOQK,267629,660557,1243969,1636868,2359447,36,36,8,7,724051.6667,1180464.667,1746761.333,2358091.675
ENBC,1275411,335767,892309,1525322,2348246,16,6,11,12,834495.6667,917799.3333,1588625.667,2456832.996
POVF,1790257,2339610,2613229,2801282,2343751,16,6,12,15,2247698.667,2584707,2586087.333,2856472.491
BBYT,1315474,1782878,1509037,2099840,2334230,16,4,4,4,1535796.333,1797251.667,1981035.667,2300926.646
XGDJ,1255443,1571727,2018837,3255486,2323456,47,51,51,56,1615335.667,2282016.667,2532593,5135624.572
UCVP,1134005,2383796,2170151,2308209,2310588,36,36,20,21,1895984,2287385.333,2262982.667,2410740.643
CIUK,564670,486004,1007592,1504112,2296762,16,6,6,7,686088.6667,999236,1602822,2352946.504
AXKI,2166346,2495465,2008257,2290290,2290185,74,75,64,65,2223356,2264670.667,2196244,4145334.924
ABEM,4104288,1235017,1795946,2243941,2344798,42,40,37,27,2378417,1758301.333,2128228.333,3291736.001
QXMK,2123979,2314932,2182163,2967924,2284599,16,10,15,24,2207024.667,2488339.667,2478228.667,3794490.314
RPBZ,2253735,1851796,2079761,2440865,2281839,48,49,48,45,2061764,2124140.667,2267488.333,4196873.903
LKWC,1737705.5,1081550,1616057,1973202,2280013,16,10,16,45,1478437.5,1556936.333,1956424,11878998.37
HYRE,1490243,246724,1302074,2132893,2279281,36,36,14,18,1013013.667,1227230.333,1904749.333,7055113.065
GXXA,3981360,3741881,3936626,3663799,2274052,28,30,29,32,3886622.333,3780768.667,3291492.333,5807289.841
LPET,72336,2662495,1697548,2425451,2273543,16,8,8,10,1477459.667,2261831.333,2132180.667,2886535.143
PDUI,2442636,2857198,1556275,4118121,2269817,89,98,102,105,2285369.667,2843864.667,2648071,11432176.92
VJET,2115989,1502484,1929090,2070779,2245698,16,5,5,5,1849187.667,1834117.667,2081855.667,3036086.867
KOQZ,2255968,2411643,2166307,1895366,2237858,16,10,15,24,2277972.667,2157772,2099843.667,2764669.249
RTWD,2227862,2242060,2383837,2296793,2220683,16,11,19,26,2284586.333,2307563.333,2300437.667,3579454.421
QQNL,166199,522481,1233253,1653972,2203803,23,29,35,32,640644.3333,1136568.667,1697009.333,3014452.812
LZRF,1644111,1990829,2067968,1726212,2194062,37,42,42,54,1900969.333,1928336.333,1996080.667,3580664.123
KKOG,586467,790771,1192500,1571498,2181087,16,8,7,8,856579.3333,1184923,1648361.667,2621337.68
DPJE,288499,378312,869592,1590951,2174338,28,29,37,34,512134.3333,946285,1544960.333,3254510.712
FLDU,282231,539381,1352596,1475972,2170234,36,36,12,13,724736,1122649.667,1666267.333,2736759.884
BZIO,1760672,2958264,2750803,2105118,2393714.25,16,18,22,29,2489913,2604728.333,2416545.083,4576895.208
XTQS,2755066,2140311,2087165,2350651,2140497,42,40,21,24,2327514,2192709,2192771,2814336.463
SRPU,99186,201272,415296,1691696,2136865,42,40,37,27,238584.6667,769421.3333,1414619,2264934.461
RUEL,1959246,1947429,1803225,2050843,2113763,25,26,30,34,1903300,1933832.333,1989277,2788206.648
SUHZ,3160565,2509837,1523895,2073132,2316857.25,16,21,25,24,2398099,2035621.333,1971294.75,3124934.68
SWNC,928760.25,5622,500133,1098364,2110922,16,21,26,36,478171.75,534706.3333,1236473,2710147.32
NDSU,4069136,3608985,6206459,2132414,2091221,22,26,33,37,4628193.333,3982619.333,3476698,6841409.196
MQJD,2020029,1855533,1861216,1804613,2091155,16,12,10,16,1912259.333,1840454,1918994.667,2256251.528
DLJX,1149246.75,461993,771987,1277962,2085045,38,50,71,164,794408.9167,837314,1378331.333,2805073.385
HDJX,935081,1136581,1499290,1831253,2084433,24,26,28,34,1190317.333,1489041.333,1804992,9347416.256
TZZW,20735,265918,544688,1274389,2071095,34,43,50,65,277113.6667,694998.3333,1296724,3002754.234
ZVLG,521273,1399164,1932885,1284440.667,1284440.667,16,15,21,28,1284440.667,1538829.889,1500588.778,2037839.397
ARZZ,938517.25,240361,328030,1135067,2050611,29,32,38,48,502302.75,567819.3333,1171236,3066073.906
SVVS,241465,750467,498565,974467,2046748,13,22,34,43,496832.3333,741166.3333,1173260,2251068.814
YZOL,1130013,1320818,1609012,1828921,2044215,16,6,11,12,1353281,1586250.333,1827382.667,6179962.358
OIOR,15548,179103,945441,1998986,784769.5,16,8,8,10,380030.6667,1041176.667,1243065.5,2700170.584
ANFY,200908,291757,195506,918588,2035697,36,36,4,4,229390.3333,468617,1049930.333,1491182.811
SKNE,726980,782822,1002990,1403240,2033349,16,15,21,28,837597.3333,1063017.333,1479859.667,2930667.547
QRDU,2619202,2279560,2746547,2986300,2024724,16,2,1,4,2548436.333,2670802.333,2585857,3158588.413
CSDN,1225990,742963,858763,1282913,2019321,16,10,15,24,942572,961546.3333,1386999,2645253.086
PKBC,10363507,3516755,2148653,1956437,2010370,26,28,29,31,5342971.667,2540615,2038486.667,4055477.289
TCCW,1579495,1507942,778731,2006236,1468101,123,129,101,75,1288722.667,1430969.667,1417689.333,3716481.285
UMCA,1059560,1403481,1660180,1783047,1997010,25,25,28,31,1374407,1615569.333,1813412.333,8840415.82
KISS,620478,982099,1530400,1650650,1989093,16,10,16,45,1044325.667,1387716.333,1723381,3009180.994
MSVY,1391467,2909160,1862639,2054422,2054422,16,6,11,12,2054422,2275407,1990494.333,3173351.74
JRKS,683699.25,22614,164983,559285,1987915,36,36,22,16,290432.0833,248960.6667,904061,1942816.956
QKHS,33229,341276,895655,1512646,1982861,83,93,87,78,423386.6667,916525.6667,1463720.667,4691267.513
KPHK,1968672,1842111,1866918,2076228,1982099,68,70,70,69,1892567,1928419,1975081.667,2880350.737
LCHY,96236,973721,381634,1059814,1976356,16,8,18,24,483863.6667,805056.3333,1139268,1665748.879
AYKK,1936020,1869943,2010203,2239816,1970281,16,21,25,24,1938722,2039987.333,2073433.333,2671842.245
YFYG,1030821,1500521,1288362,1643207,1969054,21,26,30,38,1273234.667,1477363.333,1633541,2967848.473
KCKG,33828,231648,213696,886485,1964598,36,36,12,13,159724,443943,1021593,1674698.933
PMQA,294180,539892,1022184,1070353,1960920,25,25,29,30,618752,877476.3333,1351152.333,2598974.164
UPFC,535616,841624,1213324,1769100,1954654,16,10,16,45,863521.3333,1274682.667,1645692.667,2895164.359
DAQD,565239,820703,1820247,1068729.667,1068729.667,16,5,5,5,1068729.667,1236559.889,1319235.444,1717510.576
YHVW,286831,188662,213210,1117650,1941878,16,11,19,26,229567.6667,506507.3333,1090912.667,1930540.921
TEDD,1032560,816371,1218394,1867518,1925645,22,28,32,32,1022441.667,1300761,1670519,3022551.256
TDXF,1337963,1599332,1895603,1790499,1920954,16,18,22,29,1610966,1761811.333,1869018.667,2786115.291
RWWM,1988450,2812526,3014930,2991994,1950704,45,47,53,85,2605302,2939816.667,2652542.667,9304159.254
MFXP,215792,229729,558738,1071595,1911195,16,10,15,24,334753,620020.6667,1180509.333,1971007.225
LVPN,1382007,2325899,2191611,1580718,1907811,16,6,12,15,1966505.667,2032742.667,1893380,2530518.981
JGIY,1019390,1195083,1138973,1470783,1902202,16,5,5,5,1117815.333,1268279.667,1503986,2249401.719
ZMGL,54642,406407,1010758,1349930,1900166,42,40,37,27,490602.3333,922365,1420284.667,2686431.529
DATM,1129138,704663,1543934,1787020,1899591,16,2,1,4,1125911.667,1345205.667,1743515,2398266.423
TVZE,1694428,1947495,2034740,1667659,1895256,16,14,17,15,1892221,1883298,1865885,2282372.895
CDLE,71504,3459545,403331,95882,1888517,286,297,289,300,1311460,1319586,795910,2780141.48
UHSQ,1481189,1946013,2018338,2353735,1878948,63,55,55,57,1815180,2106028.667,2083673.667,4538309.981
AWAH,1610600,1689482,1985017,1895811,1854343,16,8,7,8,1761699.667,1856770,1911723.667,2165839.473
JNTT,945014,1190746,1328794,1375635,1873135,18,24,30,30,1154851.333,1298391.667,1525854.667,3134013.366
NYXR,1766402,1479713,1440019,1726926,1923954,74,68,73,74,1562044.667,1548886,1696966.333,4047946.03
LRTH,2759229,3095196,1973340,1938381,1864358,50,56,52,39,2609255,2335639,1925359.667,4178334.211
FNWN,5071588,6205531,6739908,2211342,1853858,22,26,34,32,6005675.667,5052260.333,3601702.667,6999560.332
KPUK,2412666,1457143,1291020,1154462,1850868,16,6,11,12,1720276.333,1300875,1432116.667,2193107.573
SEZQ,1612687,2061446,1832170,1539589,1849251,16,14,17,15,1835434.333,1811068.333,1740336.667,4934025.496
WRVG,116838,467248,909474,1260266,1847500,16,20,23,32,497853.3333,878996,1339080,2522381.203
BFRR,976788,1479633,1191084,1154177,1846896,16,11,14,23,1215835,1274964.667,1397385.667,1876089.381
MJIV,2973075,1759450,2074740,1333018,1839258,16,4,3,3,2269088.333,1722402.667,1749005.333,2150035.476
FSFG,381073,878790,1111151,1402212,1829251,34,37,37,38,790338,1130717.667,1447538,2492743.069
ZBWA,1366181,1500357,1887661,1933554,1829076,16,6,12,15,1584733,1773857.333,1883430.333,2302189.081
NMFY,326124,520452,413558,1138386,1819749,36,36,37,41,420044.6667,690798.6667,1123897.667,2313057.093
JOKH,1888754,1881486,1367516,1797514,1817093,16,10,16,45,1712585.333,1682172,1660707.667,2699773.678
YZDQ,386700,660728,1058661,1322423,1816155,16,11,14,23,702029.6667,1013937.333,1399079.667,2591454.312
ZPXC,2293098,1148891,1489252,1780662,1677975.75,16,21,26,36,1643747,1472935,1649296.583,2822188.623
IPBT,196015,516335,1081671,1335837,1812333,16,4,4,4,598007,977947.6667,1409947,1984441.677
ZNCU,1032359,974852,705267,1018094,1798946,16,2,2,2,904159.3333,899404.3333,1174102.333,2027048.913
DRUH,129548,1339120,1234620,1763882,1116792.5,16,20,24,30,901096,1445874,1371764.833,2430548.202
PVHG,2687464,2606372,2381848,2023716,1796623,47,42,34,36,2558561.333,2337312,2067395.667,4606392.032
AMJB,893803,1696491,1765464,1451919.333,1451919.333,16,10,15,24,1451919.333,1637958.111,1556434.222,2711175.873
JNZP,1327260.5,479763,1267736,1775922,1785621,16,11,19,26,1024919.833,1174473.667,1609759.667,3130102.39
SGZK,155551,509690,1257798,1628925,1770435,16,15,21,28,641013,1132137.667,1552386,2776793.508
SMTA,178992,315584,423091,784408,1766691,124,136,137,114,305889,507694.3333,991396.6667,2484466.93
CSXQ,1056243.75,135008,667837,1659120,1763010,16,22,27,34,619696.25,820655,1363322.333,3114568.628
QSQB,28221,56241,25053,60331,1761392,16,11,14,23,36505,47208.33333,615592,1732379.779
OVNQ,26065,678764.5,59718,869141,1760134,20,24,34,33,254849.1667,535874.5,896331,2346033.076
ZUGW,921228,1267591,1646453,1278424,1278424,46,47,49,48,1278424,1397489.333,1401100.333,1807052.444
LTRU,470914,1148227,967679,966366,1752878,16,21,27,35,862273.3333,1027424,1228974.333,2444559.491
LUXE,333526,249826,720071,510650,1750706,16,6,12,15,434474.3333,493515.6667,993809,1528369.347
HAAC,1406283,1435065,1545940,1734630,1796529,37,38,39,43,1462429.333,1571878.333,1692366.333,2681689.245
BWSQ,1495134,1882672,1575206,1687010,1794544,37,45,53,86,1651004,1714962.667,1685586.667,5512755.205
FOIM,290548,820702,1255456,1460327,1734152,33,31,31,31,788902,1178828.333,1483311.667,3368251.47
SNBN,116041,84522,24883,428641,1731240,36,36,10,9,75148.66667,179348.6667,728254.6667,1184559.454
XFMT,9890981,12221950,10701302,8963066,1728520,32,12,13,14,10938077.67,10628772.67,7130962.667,14429715.28
UXSG,659229.3333,659229.3333,101135,151438,1725115,36,36,14,14,473197.8889,303934.1111,659229.3333,2856720.698
CMPD,248935,324660,668293,1448072,1713798,22,27,42,52,413962.6667,813675,1276721,2754466.817
GTVE,25161,92875,439509,955763,1713755,16,37,46,47,185848.3333,496049,1036342.333,3372981.292
NLVC,2709706,2045819,2107198,1840693,1706705,16,12,10,16,2287574.333,1997903.333,1884865.333,2078113.504
EYJO,835190,1290390,1635253,1948246,1702301,16,12,9,8,1253611,1624629.667,1761933.333,5862197.546
WPZR,1232951,1186700,1013635,1209797,1685311,83,86,112,107,1144428.667,1136710.667,1302914.333,3137488.454
LHKX,967346,1145040,1285964,1706435,1681890,16,20,23,32,1132783.333,1379146.333,1558096.333,3012826.562
CXEK,2083477,2603614,2309520,1647365,2160994,28,30,29,32,2332203.667,2186833,2039293,4042014.238
